Unnamed: 0,번호,질문,의도 카테고리,분류 클래스
8541,8536,안녕하세요 상세 보험약관 조회 가능한가요? ,특별 약관,5
8547,8542,약관중에 궁금한게 있으면 챗으로 상담이 가능한가요?,보험금,3
8548,8543,보험약관은 어디서 볼 수 있나요?,특별 약관,5
8553,8548,등재되지 않은 상품은 어떻게 해야되나요?,보험 내용,10
8557,8552,보험약관 확인하고 싶은데요?,특별 약관,5
8561,8556,나오지 않은 상품은 어떻게 해야되나요?,보험 내용,10
8563,8558,상담가능시간은 어떻게 되나요?,보험 문의,15
8566,8561,보험가입 했는데 약관을 어디서 확인가능할까요?,보험 가입,0
8570,8565,홈페이지에서 모든상품 확인이 가능한가요?,보험 내용,10
8571,8566,등록되지 않은 상품은 어떻게 해야되나요?,보험 내용,10
8575,8570,보험가입시 받았던 보험약관을 분실했는데 다시 받아볼수 있을까요?,보험 가입,0
8577,8572,보험약관을 파일로도 받을수 있나요?,특별 약관,5
8579,8574,더 문의 사항이 있습니까?,보험 문의,15
8580,8575,보험 가입할때 보험 약관을 받은것 같은데 지금은 없어요.보험 약관을 다시 받아볼 수 있나요?,보험 가입,0
8582,8577,약관 파일을 다운받을 수도 있나요?,특별 약관,5
8583,8578,오래된 보험이라도 약관이 모두 조회가 되나요?,특별 약관,5
8584,8579,그럼 그 전에 가입한 상품은 어떻게 하나요?,보험 가입,0
8586,8581,보험약관은 어디서 볼 수 있나요?,특별 약관,5
8591,8586,등재되지 않은 상품은 어떻게 해야되나요?,보험 내용,10
8596,8591,보험약관에대해 문의하려구요?,특별 약관,5
8597,8592,보험약관은 어디서 볼수 있나요?,특별 약관,5
8598,8593,자세한 내용은 홈페이지에 있다던데 어떻게 보나요?,보험 내용,10
8601,8596,판매중지된 상품은 어떻게 알수있나요?,보험 해지,4
8606,8601,보험약관에대해 문의하려구요?,특별 약관,5
8607,8602,보험약관은 어디서 볼수 있나요?,특별 약관,5
8608,8603,자세한 내용은 홈페이지에 있다던데 어떻게 보나요?,보험 내용,10
8611,8606,판매중지된 상품은 어떻게 알수있나요?,보험 해지,4
8617,8612,신청기간이따로 있나요?,보험 기간,6
8620,8615,계약자와 예금주가 달라도 되나요?,보험금,3
8626,8621,신청기간이 따로 정해져 있나요?,보험 기간,6
8628,8623,그럼 다음달부터 이체일에 금액이 출금 되겠네요?,보험금,3
8629,8624,계약자와 예금주가 다르면 어떻게 하나요?,보험금,3
8630,8625,서류는 발급받은날짜와 상관없나요?,보험 서류,14
8632,8627,타인계좌로 지정일에 정한 금액을 송금하려면 어떻게 하나요?,보험금,3
8633,8628,송금수수료가 발생을 하나요,보험금,3
8634,8629,제가 여기 보험에 가입했는데요.,보험 가입,0
8635,8630,혹시 홈페이지에서 약관을 볼 수 있나요?,특별 약관,5
8636,8631,회원가입 안 해도 볼 수 있어요?,보험 가입,0
8637,8632,회원가입 안하고 확인할 수 있는 방법을 설명해주시겠어요?,보험 가입,0
8639,8634,지금 홈페이지에 접속해 있는데요.,보험금,3
8640,8635,"보험약관을 보려는데, 어딜 눌러야 하나요?",특별 약관,5
8645,8640,약관 대출잔액와 이자확인할수 있나요?,특별 약관,5
8646,8641,약관대출잔액과 이자확인은 어디서 하나요?,특별 약관,5
8650,8645,"어플에서 그럼 대출잔액과 가능금액,이자금액 모두 확인 가능한가요?",보험금,3
8651,8646,지금 보험회사 싸이트에 접속해 있는데요.,보험금,3
8652,8647,"보험약관을 보려는데, 어딜 눌러야 하나요?",특별 약관,5
8657,8652,제가 여기 보험에 가입했는데요.,보험 가입,0
8658,8653,혹시 홈페이지에서 약관을 볼 수 있나요?,특별 약관,5
8659,8654,회원가입 안 해도 볼 수 있어요?,보험 가입,0
8660,8655,회원가입 안하고 확인할 수 있는 방법을 설명해주시겠어요?,보험 가입,0
8662,8657,지금 홈페이지에 접속해 있는데요.,보험금,3
8663,8658,"보험약관을 보려는데, 어딜 눌러야 하나요?",특별 약관,5
8669,8664,그럼 휴면보험금은 어떻게 확인하나요? ,보험금,3
8670,8665,000보험사 홈페이지에서는 금방 확인가능한가요?,보험금,3
8671,8666,그럼 보험정책위원회에서는 어떻게 조회하나요?,보험 문의,15
8672,8667,보험금액이 얼마인지 지금 알려 주실수는 없나요?,보험금,3
8673,8668,만일 보험이 정지된 경우라면 어떻게 보험금을 수령 해야 하나요?,보험금,3
8675,8670,네 일반 병원진료에 대해 청구가 가능한가요?,보험 청구,8
8677,8672,보험금 지급에는 보통 얼마나 소요되나요?,보험금,3
8680,8675,상해의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8681,8676,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8682,8677,뇌출혈의 보상 금액을 알고 싶어요.,보험금,3
8683,8678,뇌졸증의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8684,8679,심근경색의 보장 액수는 얼마에요?,보험 보장,7
8685,8680,뇌출혈의 보상액은 얼마입니까?,보험 보장,7
8686,8681,뇌졸증의 보상액은 얼마입니까?,보험 보장,7
8687,8682,암의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8688,8683,심근경색의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8689,8684,심장질환의 보상액은 얼마에요?,보험 보장,7
8690,8685,심근경색의 보장 금액을 알고 싶은데요?,보험금,3
8691,8686,심장질환의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8692,8687,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8693,8688,뇌출혈의 보상액은 얼마입니까?,보험 보장,7
8694,8689,뇌출혈의 보장 액수는 얼마에요?,보험 보장,7
8695,8690,심근경색의 보장 금액을 알고 싶습니다.,보험금,3
8696,8691,뇌졸증의 보상 금액을 알고 싶습니다.,보험금,3
8697,8692,건강의 보장 금액을 알고 싶은데요?,보험금,3
8698,8693,심장질환의 보장 금액을 알고 싶습니다.,보험금,3
8699,8694,암의 보장 금액을 알고 싶은데요?,보험금,3
8700,8695,당뇨의 보상 금액을 알고 싶어요.,보험금,3
8701,8696,뇌졸증의 보장 금액을 알고 싶습니다.,보험금,3
8702,8697,당뇨의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8703,8698,고혈압의 보장 액수는 얼마에요?,보험 보장,7
8704,8699,뇌졸증의 보장 금액은 얼마입니까?,보험금,3
8705,8700,상해의 보장 금액을 알고 싶은데요?,보험금,3
8706,8701,뇌졸증의 보상액은 얼마입니까?,보험 보장,7
8707,8702,뇌출혈의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8708,8703,건강의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8709,8704,상해의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8710,8705,뇌출혈의 보상 금액을 알고 싶습니다.,보험금,3
8711,8706,건강의 보장 금액을 알고 싶은데요?,보험금,3
8712,8707,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8713,8708,뇌출혈의 보상 금액을 알고 싶어요.,보험금,3
8714,8709,고혈압의 보상 금액을 알고 싶습니다.,보험금,3
8715,8710,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8716,8711,심장질환의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8717,8712,뇌졸증의 보장 금액을 알고 싶은데요?,보험금,3
8718,8713,고혈압의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8719,8714,암의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8720,8715,뇌졸증의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8721,8716,심근경색의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8722,8717,상해의 보장 액수는 얼마에요?,보험 보장,7
8723,8718,뇌졸증의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8724,8719,뇌졸증의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8725,8720,뇌졸증의 보상 금액을 알고 싶습니다.,보험금,3
8726,8721,건강의 보상액은 얼마에요?,보험 보장,7
8727,8722,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8728,8723,뇌출혈의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8729,8724,뇌졸증의 보장 금액을 알고 싶은데요?,보험금,3
8730,8725,상해의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8731,8726,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8732,8727,뇌출혈의 보상 금액을 알고 싶어요.,보험금,3
8733,8728,뇌졸증의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8734,8729,심근경색의 보장 액수는 얼마에요?,보험 보장,7
8735,8730,뇌출혈의 보상액은 얼마입니까?,보험 보장,7
8736,8731,뇌졸증의 보상액은 얼마입니까?,보험 보장,7
8737,8732,암의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8738,8733,심근경색의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8739,8734,심장질환의 보상액은 얼마에요?,보험 보장,7
8740,8735,심근경색의 보장 금액을 알고 싶은데요?,보험금,3
8741,8736,심장질환의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8742,8737,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8743,8738,뇌출혈의 보상액은 얼마입니까?,보험 보장,7
8744,8739,뇌출혈의 보장 액수는 얼마에요?,보험 보장,7
8745,8740,심근경색의 보장 금액을 알고 싶습니다.,보험금,3
8746,8741,뇌졸증의 보상 금액을 알고 싶습니다.,보험금,3
8747,8742,건강의 보장 금액을 알고 싶은데요?,보험금,3
8748,8743,심장질환의 보장 금액을 알고 싶습니다.,보험금,3
8749,8744,암의 보장 금액을 알고 싶은데요?,보험금,3
8750,8745,당뇨의 보상 금액을 알고 싶어요.,보험금,3
8751,8746,뇌졸증의 보장 금액을 알고 싶습니다.,보험금,3
8752,8747,당뇨의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8753,8748,고혈압의 보장 액수는 얼마에요?,보험 보장,7
8754,8749,뇌졸증의 보장 금액은 얼마입니까?,보험금,3
8755,8750,상해의 보장 금액을 알고 싶은데요?,보험금,3
8756,8751,뇌졸증의 보상액은 얼마입니까?,보험 보장,7
8757,8752,뇌출혈의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8758,8753,건강의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8759,8754,상해의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8760,8755,뇌출혈의 보상 금액을 알고 싶습니다.,보험금,3
8761,8756,건강의 보장 금액을 알고 싶은데요?,보험금,3
8762,8757,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8763,8758,뇌출혈의 보상 금액을 알고 싶어요.,보험금,3
8764,8759,고혈압의 보상 금액을 알고 싶습니다.,보험금,3
8765,8760,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8766,8761,심장질환의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8767,8762,뇌졸증의 보장 금액을 알고 싶은데요?,보험금,3
8768,8763,고혈압의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8769,8764,암의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8770,8765,뇌졸증의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8771,8766,심근경색의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8772,8767,상해의 보장 액수는 얼마에요?,보험 보장,7
8773,8768,뇌졸증의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8774,8769,뇌졸증의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8775,8770,뇌졸증의 보상 금액을 알고 싶습니다.,보험금,3
8776,8771,건강의 보상액은 얼마에요?,보험 보장,7
8777,8772,당뇨의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8778,8773,뇌출혈의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8779,8774,뇌졸증의 보장 금액을 알고 싶은데요?,보험금,3
8780,8775,여보세요. 심장질환의 보상액은 얼마에요?,보험 보장,7
8781,8776,보상 금액이 어떻게 되는지 알려주시죠?,보험금,3
8784,8779,반갑습니다. 당뇨의 보장 금액은 얼마입니까?,보험금,3
8785,8780,시간이 없어서 보상 액수를 빨리 알려주면 감사하겠습니다만?,보험 보장,7
8788,8783,OO보험인가요? 상해의 보장 금액을 알고 싶습니다.,보험금,3
8789,8784,보상 금액을 빨리 알려주실 수 있는 거죠?,보험금,3
8792,8787,OO보험인가요? 암의 보상 금액을 알고 싶어요.,보험금,3
8793,8788,보상 금액을 빨리 알려주실 수 있는 거죠?,보험금,3
8796,8791,반갑습니다. 고혈압의 보상 금액을 알고 싶어요.,보험금,3
8797,8792,보상 금액이 어떻게 되는지 알려주시길 아주 아주 바라는 데요?,보험금,3
8800,8795,여보세요. 고혈압의 보상액은 얼마에요?,보험 보장,7
8801,8796,보장금액이 어떻게 되는지 알려 줄 수 있는거 맞아요?,보험금,3
8803,8798,잘 조회하셨네요. 다 끝난 것 아닌가요?,보험 문의,15
8804,8799,안녕하세요. 건강의 보상액은 얼마에요?,보험 보장,7
8805,8800,시간이 없어서 보상 액수를 빨리 알려주면 감사하겠습니다만?,보험 보장,7
8808,8803,OO보험이죠? 당뇨의 보상 금액을 알고 싶어요.,보험금,3
8809,8804,보상 금액이 어떻게 되는지 신속하게 알려주시면 아주 좋을 것 같은데요?,보험금,3
8812,8807,반갑습니다. 당뇨의 보장 금액을 알고 싶은데요?,보험금,3
8813,8808,보상 금액을 빨리 알려주실 수 있는 거죠?,보험금,3
8816,8811,OO보험이죠? 심근경색의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8817,8812,시간이 없어서 보상 액수를 빨리 알려주면 감사하겠습니다만?,보험 보장,7
8820,8815,여보세요. 암의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8821,8816,보장 금액이 어떻게 되는지 신속하게 알려줄수 없나요?,보험금,3
8824,8819,OO보험이죠? 심근경색의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8825,8820,보상 금액을 빨리 알려주실수 있습니까?,보험금,3
8828,8823,OO보험이죠? 건강의 보장 금액은 얼마인지 알고 싶습니다.,보험금,3
8829,8824,보장금액이 어떻게 되는지 알려 줄 수 있는거 맞아요?,보험금,3
8832,8827,안녕하세요. 뇌출혈의 보상 금액을 알고 싶어요.,보험금,3
8833,8828,보장금액이 어떻게 되는지 알려 줄 수 있는거 맞아요?,보험금,3
8836,8831,여보세요. 상해의 보장 액수는 얼마에요?,보험 보장,7
8837,8832,보장 금액이 어떻게 되는지 알려 주실 수 있으십니까?,보험금,3
8840,8835,안녕하세요. 고혈압의 보장 금액을 알고 싶습니다.,보험금,3
8841,8836,보상 금액이 어떻게 되는지 알려주시길 아주 아주 바라는 데요?,보험금,3
8843,8838,잘 조회하셨네요. 이제 알려주실 수 있나요?,보험 문의,15
8844,8839,반갑습니다. 건강의 보장 금액을 알고 싶은데요?,보험금,3
8845,8840,시간이 없어서 보상 액수를 빨리 알려주면 감사하겠습니다만?,보험 보장,7
8847,8842,아주 정확하게 잘 조회하셨네요. 이제 알려 주시죠?,보험 문의,15
8848,8843,OO보험이죠? 뇌출혈의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8849,8844,보상 액수가 어떻게 되는지 알려주실 수 있습니까?,보험 보장,7
8852,8847,OO보험인가요? 심장질환의 보장 금액을 알고 싶습니다.,보험금,3
8853,8848,보상 금액을 빨리 알려주실수 있습니까?,보험금,3
8856,8851,OO보험인가요? 심장질환의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8857,8852,보장 금액이 어떻게 되는지 신속하게 알려줄수 없나요?,보험금,3
8860,8855,반갑습니다. 암의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8861,8856,시간이 없어서 보상 액수를 빨리 알려주면 감사하겠습니다만?,보험 보장,7
8863,8858,잘 조회하셨네요. 다 끝난 것 아닙니까?,보험 문의,15
8864,8859,여보세요. 고혈압의 보장 금액은 얼마입니까?,보험금,3
8865,8860,보상 금액을 빨리 알려주실수 있습니까?,보험금,3
8868,8863,OO보험이죠? 심근경색의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8869,8864,보장금액이 어떻게 되는지 알려 줄 수 있는거 맞아요?,보험금,3
8872,8867,OO보험이죠? 건강의 보상 금액을 알고 싶어요.,보험금,3
8873,8868,보상 금액을 빨리 알려주실 수 있는 거죠?,보험금,3
8876,8871,안녕하세요. 상해의 보장 액수는 얼마에요?,보험 보장,7
8877,8872,보상 금액을 빨리 알려주실수 있습니까?,보험금,3
8880,8875,여보세요. 당뇨의 보상 금액은 얼마인지 알고 싶습니다.,보험금,3
8881,8876,보상 금액이 어떻게 되는지 알려주시죠?,보험금,3
8884,8879,안녕하세요. 고혈압의 보상 금액을 알고 싶어요.,보험금,3
8885,8880,보상금액이 어떻게 되는지 알려주실 수 있는 것이 맞습니까?,보험금,3
8888,8883,OO보험인가요? 상해의 보상 금액은 얼마인지 알고 싶은데요?,보험금,3
8889,8884,보상금액이 어떻게 되는지 알려주실 수 있는 것이 맞습니까?,보험금,3
8892,8887,OO보험인가요? 심근경색의 보장 금액은 얼마인지 알고 싶은데요?,보험금,3
8893,8888,보상 금액이 어떻게 되는지 알려주시죠?,보험금,3
8896,8891,반갑습니다. 상해의 보상액은 얼마에요?,보험 보장,7
8897,8892,시간이 없어서 보상 액수를 빨리 알려주면 감사하겠습니다만?,보험 보장,7
8900,8895,안녕하세요. 심장질환의 보상액은 얼마에요?,보험 보장,7
8901,8896,보상 금액이 어떻게 되는지 알려주시길 아주 아주 바라는 데요?,보험금,3
8904,8899,반갑습니다. 고혈압의 보장 금액을 알고 싶은데요?,보험금,3
8905,8900,보장 금액이 어떻게 되는지 신속하게 알려줄수 없나요?,보험금,3
8908,8903,보험금 청구는 어떻게 하는건가요?,보험금,3
8909,8904,서류는 사본이여도 되나요?,보험 서류,14
8911,8906,제가 지난달에 출산을 했는데요.조리원에서 퇴원할때보니 우리아기가 신생아실에 일주일 입원한걸로 나오던데 태아보험에 입원비 청구가 될까요?,보험 청구,8
8912,8907,신생아실에 입원한것도 입원비 청구가 될까요?,보험 청구,8
8914,8909,그럼 보험금 청구는 어떻게 하나요?,보험금,3
8915,8910,서류는 뭐뭐 준비해야하나요?,보험 서류,14
8917,8912,지금 산후조리중이라 움직이기가 힘든데 몸조리 끝나고 해도 되나요?,보험금,3
8918,8913,보험금은 어느 통장으로 들어오나요?,보험금,3
8919,8914,제가 가입한 보험 특약에 궁금한게 있어서요.,보험 가입,0
8921,8916,그렇군요. 수술 1회당 3백만원이라고 되어 있던데 몇회까지 보장해주나요?,보험 보장,7
8923,8918,그럼 입원비는 120일 한도라고 되어 있던데 1년에 120일만 보장해주나요?,보험 보장,7
8925,8920,그리고 여성건강생활특약에도 수술비 보장이 있고 수술특약에서도 수술비 보장이 있거든요?,보험 보장,7
8927,8922,안녕하세요. 도수치료도 실손에서 보장이 되는지 궁금합니다.,보험금,3
8928,8923,얼마까지 보장되나요?,보험 보장,7
8930,8925,체외충격파도 보장해주나요?,보험 보장,7
8931,8926,금액과 횟수가 똑같다는 말인가요?,보험금,3
8932,8927,비급여주사제도 보장해주시나요?,보험 보장,7
8937,8932,암보험을 들었는데 보험금 지급규정이 궁금합니다.,보험금,3
8938,8933,보험금 지급에 관한 세부규정에 보험수익자에게 지급한다고 되어 있는데 보험수익자가 무슨 뜻인가요?,보험금,3
8941,8936,아 그러니까 이 보험의 가입대상이군요?,보험 가입,0
8942,8937,제가 든 보험이 암으로 진단을 받으면 몇번이나 보장해주나요?,보험 보장,7
8945,8940,한번밖에 보장이 안된다니 너무 보장이 약한 것 같은데 보장을 변경할 수 있나요?,보험 보장,7
8946,8941,보험금을 청구하려고 하는데 필요서류좀 알려주세요.,보험금,3
8952,8947,암보험 보장에 대해서 문의할려구요,보험 보장,7
8953,8948,제가 예전에 암보험을 가입했는데 암진단금이 1천만원인가요?2천만원 인가요? ,보험 가입,0
8958,8953,3천만원 진단비로 추가로 가입이 가능한가요?,보험 가입,0
8959,8954,추가로 가입하게 되면 입원비나 수술비가 이중으로 나오나요?,보험 가입,0
8960,8955,수고하십니다. 제가 가입한 보험에 뇌혈관진단비가 있나 해서요.,보험 가입,0
8963,8958,그럼 뇌혈관이 더 보장이 큰건가요?,보험 보장,7
8966,8961,혹시 상품을 좀 알아보려면 어디를 찾아보면 되죠?,보험 내용,10
8967,8962,아무래도 직접보고 가입 하는게 저렴하겠죠?,보험 가입,0
8968,8963,암보험 보장에 대해 문의드려요.,보험 보장,7
8969,8964,제가 암보험을 예전에 가입한게 있는데 암진단금이 2천만원이거든요?,보험 가입,0
8973,8968,아쉽네요. 그럼 저는 3천만원의 진단비로 추가로 암보험을 또 가입할 수 있는거죠?,보험 가입,0
8974,8969,그럼 제가 추가로 만약 가입을 하면 수술비나 입원비 특약은 중복으로 나오는건가요?,보험 가입,0
8975,8970,며칠전에 보험을 가입했는데 설계사가 설명해준 것들이 잘 기억이 안나요.,보험 가입,0
8976,8971,암보험은 가입하고 나서 시간이 좀 지나야 보장이 시작된다던데 맞나요?,보험 가입,0
8979,8974,만약 암이 있다는 사실을 모르고 그냥 대비하기 위해 가입했는데 그 안에 암이 발견되어도 못 받나요?,보험 가입,0
8982,8977,그럼 그런 경우는 보험이 취소되나요?,보험 해지,4
8983,8978,그러다가 취소될 수도 있나요?,보험 해지,4
8984,8979,암보험을 들었는데 보험금 지급규정이 궁금합니다.,보험금,3
8985,8980,보험금 지급에 관한 세부규정에 보험수익자에게 지급한다고 되어 있는데 보험수익자가 무슨 뜻인가요?,보험금,3
8988,8983,아 그러니까 이 보험의 가입대상이군요?,보험 가입,0
8989,8984,제가 든 보험이 암으로 진단을 받으면 몇번이나 보장해주나요?,보험 보장,7
8992,8987,한번밖에 보장이 안된다니 너무 보장이 약한 것 같은데 보장을 변경할 수 있나요?,보험 보장,7
8993,8988,제가 암보험을 들었는데 암보험이 주로 어떤 암들을 보장해주는지 궁금합니다.,보험금,3
8994,8989,면책기간이란 게 있다고 하던데 그건 뭔가요?,보험 기간,6
8995,8990,왜 지급이 안되죠?,보험 수령,12
8996,8991,아 암에 걸린채로 가입할까봐 그런거군요?,보험 가입,0
8997,8992,암보험 특약은 어떤 걸 보장해줍니까?,보험 보장,7
9000,8995,암으로 사망해도 보험금이 나오나요?,보험금,3
9002,8997,그럼 암이 전이되어 여러곳에 나타난다면 보험금은 어떻게 되죠?,보험금,3
9003,8998,보험 점검중입니다. 궁금한게 있는데요.,보험금,3
9005,9000,암치료중 생활자금 특약도 있던데 이건 암진단 받으면 바로 나오나요?,보험금,3
9012,9007,우리 아이 보험 보장을 좀 확인하고 싶어요.,보험 보장,7
9013,9008,어린이 보험에서도 유사암 등이 보장되나요?,보험 보장,7
9014,9009,허혈성 심장질환은 진담금 얼마죠?,보험금,3
9018,9013,제가 가입한 종합보험 보장좀 확인하고자 합니다.,보험 가입,0
9019,9014,무배당 종합보험인데요 주계약이 어떻게 되죠?,보험 계약,13
9020,9015,만기가 각각 다른가요?,보험 만기,2
9021,9016,그럼 9천만원짜리는 제가 지금 40세니까 60세까지만 보장받는 건가요?,보험금,3
9022,9017,납입 보험료는 각각 얼마죠?,보험 납부,16
9027,9022,하지만 만기 환급금도 없잖아요?,보험 환급,1
9028,9023,얼마전에 실손보험을 들었는데 보장에 대해서 궁금한 게 있어요.,보험금,3
9029,9024,실손에서는 모든 상해가 다 보장되나요?,보험 보장,7
9035,9030,혹시 재해담보는 입산이 금지된 산에서 등반하다 다쳐도 보상이 됩니가?,보험금,3
9037,9032,얼마까지 보장하나요?,보험 보장,7
9040,9035,보험금을 받으려면 어떻게 해야 하나요?,보험금,3
9041,9036,그리고 상대방 아이 핸드폰을 파손했는데 이것도 보상이 되나요?,보험 보장,7
9045,9040,제 암보험을 점검중인데요 가장 높은 금액은 어떤 경우에 받게 되나요?,보험금,3
9046,9041,일반암은 진단금이 얼마죠?,보험금,3
9051,9046,상급병실을 사용하는 금액 전액 보상해주는 건가요?,보험금,3
9053,9048,암으로 인한 후유장해도 보상하나요?,보험 보장,7
9054,9049,얼마나 보상해주죠?,보험 보장,7
9055,9050,가입해놓은 실손보험이 있는데 현재 무직이라 천만원까지만 보장이 된다고 합니다.,보험 가입,0
9057,9052,동일보장은 어떤 내용이죠?,보험 보장,7
9063,9058,종신보험은 사망사유에 상관없이 보장한다고 하던데 자살 사고에도 보상금이 나오나요?,보험금,3
9065,9060,그럼 2년 후에는 자살이나 범죄에도 보험금이 나오나요?,보험금,3
9066,9061,2년만 지나면 어떤 이유로든 사망하면 무조건 보험금이 나오는 건가요?,보험금,3
9067,9062,제 종신보험으로 암이나 질병도 보장받을 수 있다고 하던데요?,보험 보장,7
9068,9063,제 종신보험에 재해보험금도 있는데 이건 뭔가요?,보험금,3
9069,9064,상해보험금은 뭐죠?,보험금,3
9070,9065,재해보험금이나 상해보험금도 사망해야 나오는 건가요?,보험금,3
9071,9066,그럼 재해나 상해로 사망한 경우 나오는 보험금은 없는건가요?,보험금,3
9072,9067,아 그렇군요. 제 종신보험에 연금전환 기능이 있다는데 이건 뭔가요?,보험금,3
9073,9068,예전에 가입한 보험 보장을 다시 확인하고 싶어요.,보험 가입,0
9077,9072,암진단금은 어떻게 되죠?,보험금,3
9078,9073,그럼 고액암에 걸리면 진단금이 6천만원이 되나요?,보험금,3
9079,9074,죄질환보장은 어떻게 되죠?,보험 보장,7
9081,9076,제가 가입한 보험의 보장을 자세히 알고 싶습니다.,보험 가입,0
9084,9079,암 보장은 없나요?,보험 보장,7
9086,9081,뇌질환과 어떻게 되는지 궁금해요?,보험금,3
9088,9083,심장질환에서 협심증도 보장하나요?,보험 보장,7
9089,9084,그럼 협심증은 아무런 보장을 못받나요?,보험 보장,7
9091,9086,형사합의금을 운전자 보험에서 보장하나요?,보험금,3
9092,9087,벌금도 보장하나요?,보험금,3
9093,9088,면허가 정지되거나 취소될 때 보험에서 나오는 것이 있나요?,보험 해지,4
9094,9089,벌금은 대인과 대물 모두 해당하나요?,보험금,3
9096,9091,제가 가입한 운전자 보험에선 변호사 선임비용이 얼마까지 나오나요?,보험 가입,0
9099,9094,네 보험에서는 벌금이 얼마까지 보장되나요?,보험금,3
9100,9095,교통사고처리지원금은 얼마까지 나옵니까?,보험금,3
9102,9097,제 보험은 납입기간이 얼마나 남았죠?,보험 기간,6
9103,9098,아 그래요? 그럼 몇살까지 보장받나요?,보험 보장,7
9104,9099,어떤 보장들이 있죠?,보험 보장,7
9109,9104,납입면제기능이 있나요?,보험 납부,16
9110,9105,제 암보험 보장에서 생식기암도 보장하나요?,보험 보장,7
9113,9108,납입기간과 만기가 각각 어떻게 되나요?,보험 만기,2
9114,9109,수술하면 따로 지급되는 보험금이 있나요?,보험금,3
9117,9112,후유장해보장은 어떻게 되나요?,보험 보장,7
9118,9113,표정항암치료도 보장해주나요?,보험 보장,7
9120,9115,반려동물 실손보험의 보장비율은 어떻게 됩니까?,보험 보장,7
9121,9116,보장내용은 어떻게 구성되어 있나요?,보험 보장,7
9122,9117,보상에 한도가 있나요?,보험 보장,7
9123,9118,파보 바이러스도 보장하나요?,보험 보장,7
9124,9119,심장사상충은 보장하나요?,보험 보장,7
9130,9125,OO보험 다이렉트펫보험에 가입했는데 보장에 궁금한 점이 있습니다.,보험 가입,0
9131,9126,치료비 청구하면 전액 다 나오나요?,보험 청구,8
9132,9127,자기부담금은 얼마인가요?,보험금,3
9133,9128,혹시 가입 후 사람보험처럼 면책기간이 있나요?,보험 가입,0
9134,9129,반려묘도 보장이 되나요?,보험 보장,7
9135,9130,치료비의 몇%를 보장하나요?,보험 보장,7
9136,9131,보장기간은 어떻게 됩니까?,보험 기간,6
